"IUCN_binomial","trait_binomial","phylogeny_binomial","body_mass_median","litter_clutch_size","activity","hab_breadth","volant","diet_5cat","range_size_decimaldegrees","range_size_km2","threat"
"Presbytis_femoralis","Presbytis_femoralis","Presbytis_femoralis",7000,1,1,4,1,1,12.198463686034,149501.748653399,"NT"
"Presbytis_frontata","Presbytis_frontata","Presbytis_frontata",6050,NA,1,1,1,1,25.3794611189239,314372.513195501,"VU"
"Presbytis_hosei","Presbytis_hosei","Presbytis_hosei",6277.78,NA,1,2,1,1,20.05364198392,247962.071486658,"VU"
"Presbytis_melalophos","Presbytis_melalophos","Presbytis_melalophos",6439.12,1.005,1,2,1,1,23.5703266793738,291704.277711174,"EN"
"Presbytis_natunae","Presbytis_natunae","Presbytis_natunae",6374.15,1,1,2,1,1,0.133840720545,1654.67724738967,"VU"
"Presbytis_potenziani","Presbytis_potenziani","Presbytis_potenziani",6449.53,1.015,1,1,1,1,0.4880916158592,6044.85389083739,"EN"
"Presbytis_rubicunda","Presbytis_rubicunda","Presbytis_rubicunda",6324.265,1.0075,1,2,1,1,40.9516361237078,506883.890859077,"LC"
"Presbytis_siamensis","Presbytis_siamensis","Presbytis_siamensis",5895.06,1,1,2,1,5,13.0724080035742,161725.741736546,"NT"
"Presbytis_thomasi","Presbytis_thomasi","Presbytis_thomasi",6689.99,1.005,1,2,1,1,4.92925487653,60911.9140431731,"VU"
"Priodontes_maximus","Priodontes_maximus","Priodontes_maximus",45190,1.5,2,6,1,4,795.427750602,9674557.49982549,"VU"
"Prionailurus_bengalensis","Prionailurus_bengalensis","Prionailurus_bengalensis",3300,2.5,2,9,1,3,874.930010777105,9545887.15407629,"LC"
"Prionailurus_planiceps","Prionailurus_planiceps","Prionailurus_planiceps",5141.88,NA,2,7,1,3,12.1144339088,151972.705986434,"EN"
"Prionailurus_rubiginosus","Prionailurus_rubiginosus","Prionailurus_rubiginosus",1384.38,2.23,2,6,1,3,211.09600295781,2427571.56241661,"NT"
"Prionailurus_viverrinus","Prionailurus_viverrinus","Prionailurus_viverrinus",9140.33,2,2,12,1,3,20.615855867311,236846.59349272,"VU"
"Prionodon_linsang","Prionodon_linsang","Prionodon_linsang",691.415,2.225,2,2,1,3,117.961393127081,1457485.34193571,"LC"
"Prionodon_pardicolor","Prionodon_pardicolor","Prionodon_pardicolor",1142.68,2,2,4,1,3,209.160147208,2352833.25718329,"LC"
"Prionomys_batesi","Prionomys_batesi","Prionomys_batesi",12.5,NA,2,1,1,4,2.622123428741,32462.9542760571,"DD"
"Procapra_gutturosa","Procapra_gutturosa","Procapra_gutturosa",28274.27,1.37,1,1,1,1,82.99152473583,715577.188228722,"LC"
"Procapra_picticaudata","Procapra_picticaudata","Procapra_picticaudata",23197.67,1,1,1,1,1,234.318094701,2400363.97499938,"NT"
"Procapra_przewalskii","Procapra_przewalskii","Procapra_przewalskii",27499.99,1,1,3,1,1,0.108707039689874,1078.34585606243,"EN"
"Procavia_capensis","Procavia_capensis","Procavia_capensis",2952.48,2.47,1,4,1,1,1328.97088496,15804013.3811491,"LC"
"Piliocolobus_epieni","Procolobus_badius","Procolobus_badius",8070.5,1,1,NA,1,1,0.285738221959,3527.6306912646,"CR"
"Piliocolobus_temminckii","Procolobus_badius","Procolobus_badius",8070.5,1,1,NA,1,1,5.51823955307,66782.6099788015,"EN"
"Piliocolobus_badius","Procolobus_badius","Procolobus_badius",8070.5,1,1,NA,1,1,23.4265541641,288016.858997691,"EN"
"Piliocolobus_waldronae","Procolobus_badius","Procolobus_badius",8070.5,1,1,NA,1,1,6.92984763676907,85384.9652580068,"CR"
"Piliocolobus_gordonorum","Procolobus_gordonorum","Procolobus_gordonorum",9750,NA,NA,NA,1,NA,0.478161542835,5867.50669757927,"EN"
"Piliocolobus_kirkii","Procolobus_kirkii","Procolobus_kirkii",9000,NA,NA,NA,1,NA,0.127672049515,1573.03904483933,"EN"
"Piliocolobus_bouvieri","Procolobus_pennantii","Procolobus_pennantii",9000,1.01,1,NA,1,1,1.356833037055,16804.0369703089,"CR"
"Piliocolobus_preussi","Procolobus_preussi","Procolobus_preussi",8865.71,1.0075,1,NA,1,1,0.310361878939,3832.21528391899,"CR"
"Piliocolobus_rufomitratus","Procolobus_rufomitratus","Procolobus_rufomitratus",8030.75,1.0075,1,NA,1,1,0.0163600236032,202.598348069896,"EN"
"Piliocolobus_oustaleti","Procolobus_rufomitratus","Procolobus_rufomitratus",8030.75,1.0075,1,NA,1,1,44.5686308636,551479.639145758,"LC"
"Piliocolobus_tephrosceles","Procolobus_rufomitratus","Procolobus_rufomitratus",8030.75,1.0075,1,NA,1,1,0.317215673048645,3919.26506473682,"EN"
"Piliocolobus_tholloni","Procolobus_rufomitratus","Procolobus_rufomitratus",8030.75,1.0075,1,NA,1,1,40.5224068258,501824.417543861,"NT"
"Procolobus_verus","Procolobus_verus","Procolobus_verus",3977.86,1.015,1,2,1,1,32.8729858152101,404670.998159247,"NT"
"Procyon_cancrivorus","Procyon_cancrivorus","Procyon_cancrivorus",6931.72,2.685,2,5,1,5,1069.62347961615,12829299.3376805,"LC"
"Procyon_lotor","Procyon_lotor","Procyon_lotor",5524.97,3.225,2,5,1,5,1239.88036720001,11702546.384471,"LC"
"Procyon_pygmaeus","Procyon_pygmaeus","Procyon_pygmaeus",2958.03,NA,2,2,1,5,0.0422706700313,490.843414699452,"CR"
"Proechimys_brevicauda","Proechimys_brevicauda","Proechimys_brevicauda",285,2.4,2,4,1,1,120.066089445,1470622.48530237,"LC"
"Proechimys_canicollis","Proechimys_canicollis","Proechimys_canicollis",312.57,NA,2,1,1,1,2.69430227618,32815.1781602769,"LC"
"Proechimys_chrysaeolus","Proechimys_chrysaeolus","Proechimys_chrysaeolus",285,2.4,2,1,1,1,3.0084851113804,36985.5056271931,"DD"
"Proechimys_cuvieri","Proechimys_cuvieri","Proechimys_cuvieri",339.85,NA,2,1,1,1,284.911793488,3523121.62120782,"LC"
"Proechimys_decumanus","Proechimys_decumanus","Proechimys_decumanus",285,2.4,2,1,1,1,5.33053776227,65978.8866400364,"NT"
"Proechimys_echinothrix","Proechimys_echinothrix","Proechimys_echinothrix",292.61775,NA,2,1,1,1,22.5793652963,279266.700485637,"LC"
"Proechimys_gardneri","Proechimys_gardneri","Proechimys_gardneri",292.61775,NA,2,1,1,1,57.0437951298,701105.314173585,"DD"
"Proechimys_goeldii","Proechimys_goeldii","Proechimys_goeldii",285,2.4,2,3,1,1,84.2627138192,1036497.88513755,"LC"
"Proechimys_guairae","Proechimys_guairae","Proechimys_guairae",350,2.79,2,NA,1,1,27.1325253987,331910.035813341,"LC"
"Proechimys_guyannensis","Proechimys_guyannensis","Proechimys_guyannensis",314.03,2.22,2,3,1,1,121.920196496,1507053.46039331,"LC"
"Proechimys_hoplomyoides","Proechimys_hoplomyoides","Proechimys_hoplomyoides",285,2.4,2,1,1,1,24.4806369264,302477.56847015,"DD"
"Proechimys_kulinae","Proechimys_kulinae","Proechimys_kulinae",292.61775,NA,2,1,1,1,7.07165082684,87172.4833028199,"DD"
"Proechimys_longicaudatus","Proechimys_longicaudatus","Proechimys_longicaudatus",205,2.4,2,2,1,1,114.494303741,1356402.64593121,"LC"
"Proechimys_mincae","Proechimys_mincae","Proechimys_mincae",285,2.4,2,1,1,1,0.0323246498666,393.043389915155,"DD"
"Proechimys_oconnelli","Proechimys_oconnelli","Proechimys_oconnelli",285,2.535,2,1,1,1,1.85315818725,22909.0532646704,"DD"
"Proechimys_pattoni","Proechimys_pattoni","Proechimys_pattoni",293.1955,2.4,2,1,1,1,13.0276210925,158571.265013468,"LC"
"Proechimys_quadruplicatus","Proechimys_quadruplicatus","Proechimys_quadruplicatus",285,2.4,2,1,1,1,121.845723713,1508706.0620514,"LC"
"Proechimys_roberti","Proechimys_roberti","Proechimys_roberti",284.99,2.4,2,3,1,1,140.059206352,1713200.89280516,"LC"
"Proechimys_semispinosus","Proechimys_semispinosus","Proechimys_semispinosus",360.5,2.6875,2,1,1,1,28.6178187939727,350341.130519123,"LC"
"Proechimys_simonsi","Proechimys_simonsi","Proechimys_simonsi",285,2.4,2,2,1,1,159.012022907,1947548.86901305,"LC"
"Proechimys_steerei","Proechimys_steerei","Proechimys_steerei",284.99,2.4,2,2,1,1,137.384961824,1688735.1965992,"LC"
"Proechimys_trinitatis","Proechimys_trinitatus","Proechimys_trinitatus",296.15,2.4,2,NA,1,1,1.589614349076,19377.9149503625,"DD"
"Proedromys_bedfordi","Proedromys_bedfordi","Proedromys_bedfordi",51.05930602,NA,2,1,1,1,0.647528120322,6666.28331012115,"VU"
"Proedromys_liangshanensis","Proedromys_liangshanensis","Proedromys_liangshanensis",46.25861204,NA,NA,2,1,NA,0.36987346314,4024.859062312,"DD"
"Prolemur_simus","Prolemur_simus","Prolemur_simus",2030.41,1,1,2,1,1,0.1477631478399,1717.79974008692,"CR"
"Prometheomys_schaposchnikowi","Prometheomys_schaposchnikowi","Prometheomys_schaposchnikowi",75,3.4,1,1,1,1,2.6083025038981,23681.3214985492,"NT"
"Promops_centralis","Promops_centralis","Promops_centralis",29.8,0.99,2,2,2,4,383.574317782704,4647170.8802503,"LC"
"Promops_nasutus","Promops_nasutus","Promops_nasutus",15.5,NA,2,NA,2,4,672.292335788204,8077213.63589977,"LC"
"Pronolagus_crassicaudatus","Pronolagus_crassicaudatus","Pronolagus_crassicaudatus",2180.135,1.5,2,2,1,1,18.4320749288,199230.731263557,"LC"
"Pronolagus_randensis","Pronolagus_randensis","Pronolagus_randensis",2376.47,1.175,2,3,1,1,54.5390179783,629391.675759888,"LC"
"Pronolagus_rupestris","Pronolagus_rupestris","Pronolagus_rupestris",2097.495,1.875,2,3,1,1,39.1351643552,463971.113078456,"LC"
"Pronolagus_saundersiae","Pronolagus_saundersiae","Pronolagus_saundersiae",2347.243333,NA,NA,2,1,NA,49.1247098898,524275.108489574,"LC"
"Propithecus_candidus","Propithecus_candidus","Propithecus_candidus",6414.495,1.01,1,2,1,1,0.141985732863,1702.86313830413,"CR"
"Propithecus_coquereli","Propithecus_coquereli","Propithecus_coquereli",4189.27,1.005,1,1,1,1,2.59826183355,30990.2983597544,"EN"
"Propithecus_coronatus","Propithecus_coronatus","Propithecus_coronatus",3588.26,1.02,1,1,1,1,3.86749571652,45523.1479239246,"EN"
"Propithecus_deckenii","Propithecus_deckenii","Propithecus_deckenii",4000,1.02,1,1,1,1,2.21587769825,26211.4453555724,"EN"
"Propithecus_diadema","Propithecus_diadema","Propithecus_diadema",6568.99,1.01,1,2,1,1,1.401032181636,16510.6970158191,"CR"
"Propithecus_edwardsi","Propithecus_edwardsi","Propithecus_edwardsi",6573.27,1.01,1,2,1,1,0.268403863831,3088.25166267154,"EN"
"Propithecus_perrieri","Propithecus_perrieri","Propithecus_perrieri",6414.495,1.01,1,1,1,1,0.00518681682025,62.6790450792476,"CR"
"Propithecus_tattersalli","Propithecus_tattersalli","Propithecus_tattersalli",3531.39,NA,1,2,1,1,0.143524278457,1732.15333504792,"CR"
"Propithecus_verreauxi","Propithecus_verreauxi","Propithecus_verreauxi",3588.26,1.02,1,3,1,1,5.97281002539,68150.5975205959,"EN"
"Prosciurillus_abstrusus","Prosciurillus_abstrusus","Prosciurillus_abstrusus",162.8172129,NA,1,1,1,1,0.124580294995,1540.93818201027,"DD"
"Prosciurillus_leucomus","Prosciurillus_leucomus","Prosciurillus_leucomus",187.2172129,NA,1,2,1,1,13.8754217753212,171739.269173572,"DD"
"Prosciurillus_murinus","Prosciurillus_murinus","Prosciurillus_murinus",159.6672129,NA,1,2,1,1,10.3888138900441,128663.647568077,"DD"
"Prosciurillus_rosenbergii","Prosciurillus_rosenbergii","Prosciurillus_rosenbergii",168.4222129,NA,1,2,1,1,0.0452508600021,559.665253344546,"LC"
"Prosciurillus_weberi","Prosciurillus_weberi","Prosciurillus_weberi",176.3472129,NA,1,1,1,1,8.95664135495,110872.275203914,"DD"
"Proteles_cristata","Proteles_cristata","Proteles_cristata",8139.39,2.64,2,4,1,4,515.561159473,6029633.58005632,"LC"
"Protochromys_fellowsi","Protochromys_fellowsi","Protochromys_fellowsi",78.99,2.68,2,1,1,2,1.85749728888,22897.3594298473,"LC"
"Protoxerus_aubinnii","Protoxerus_aubinnii","Protoxerus_aubinnii",427.94,NA,1,2,1,1,25.7866318312,317580.190111442,"DD"
"Protoxerus_stangeri","Protoxerus_stangeri","Protoxerus_stangeri",630.43,1.4775,1,3,1,1,276.16180170915,3411458.78677492,"LC"
"Psammomys_obesus","Psammomys_obesus","Psammomys_obesus",149.58,3.495,1,4,1,1,212.662183608548,2322873.0864392,"LC"
"Psammomys_vexillaris","Psammomys_vexillaris","Psammomys_vexillaris",114.79,3.5,1,3,1,1,13.1243524173,135679.097011704,"DD"
"Lycalopex_culpaeus","Pseudalopex_culpaeus","Pseudalopex_culpaeus",8616.24,4.44,2,NA,1,3,255.270572484564,2677182.05832205,"LC"
"Lycalopex_fulvipes","Pseudalopex_fulvipes","Pseudalopex_fulvipes",2720,NA,NA,NA,1,NA,1.66847188695241,15567.3218920052,"EN"
"Lycalopex_griseus","Pseudalopex_griseus","Pseudalopex_griseus",4542.67,3.09,2,NA,1,5,171.05726239479,1620863.23027167,"LC"
"Lycalopex_gymnocercus","Pseudalopex_gymnocercus","Pseudalopex_gymnocercus",4542.67,3.09,2,NA,1,5,259.22413535,2785039.54391512,"LC"
"Lycalopex_sechurae","Pseudalopex_sechurae","Pseudalopex_sechurae",4234,NA,2,NA,1,3,5.99362069716675,73609.0501201101,"NT"
"Lycalopex_vetulus","Pseudalopex_vetulus","Pseudalopex_vetulus",4233.47,3.2725,1,NA,1,3,150.68968498015,1792150.77781422,"LC"
"Pseudantechinus_bilarni","Pseudantechinus_bilarni","Pseudantechinus_bilarni",23.05,4.75,2,1,1,4,11.2408090765947,135075.100769408,"LC"
"Pseudantechinus_macdonnellensis","Pseudantechinus_macdonnellensis","Pseudantechinus_macdonnellensis",36.88,5.91,2,2,1,4,79.5896459408,900072.10945576,"LC"
"Pseudantechinus_mimulus","Pseudantechinus_mimulus","Pseudantechinus_mimulus",17,5.94,2,2,1,4,0.26759910293894,3107.81294083418,"NT"
"Pseudantechinus_ningbing","Pseudantechinus_ningbing","Pseudantechinus_ningbing",20.74,4,2,4,1,4,17.6098126254809,209596.544533091,"LC"
"Pseudantechinus_roryi","Pseudantechinus_roryi","Pseudantechinus_roryi",26.62,NA,2,2,1,4,34.9806099186882,399733.552316263,"LC"
"Pseudantechinus_woolleyae","Pseudantechinus_woolleyae","Pseudantechinus_woolleyae",40.615,5.9925,2,3,1,4,58.1687151738,648420.50876308,"LC"
"Pseudocheirus_occidentalis","Pseudocheirus_occidentalis","Pseudocheirus_occidentalis",895.22,NA,NA,2,1,NA,1.76637649656625,18053.0843389502,"VU"
"Pseudocheirus_peregrinus","Pseudocheirus_peregrinus","Pseudocheirus_peregrinus",895.22,1.9175,2,6,1,1,86.4896411843898,916646.552566944,"LC"
"Pseudochirops_albertisii","Pseudochirops_albertisii","Pseudochirops_albertisii",784.85,1.015,2,1,1,1,2.0921459942042,25911.9911307707,"NT"
"Pseudochirops_archeri","Pseudochirops_archeri","Pseudochirops_archeri",1118.96,1.0225,2,2,1,1,0.4434389993146,5239.59045255389,"LC"
"Pseudochirops_corinnae","Pseudochirops_corinnae","Pseudochirops_corinnae",1123,1.015,2,1,1,1,15.133723997578,186510.816559808,"NT"
"Pseudochirops_coronatus","Pseudochirops_coronatus","Pseudochirops_coronatus",1395.85,1.01,2,1,1,1,0.605761734096,7504.8770857752,"VU"
"Pseudochirops_cupreus","Pseudochirops_cupreus","Pseudochirops_cupreus",1764.08,1.0075,2,2,1,1,16.1451650486,199041.129211101,"LC"
"Pseudochirulus_canescens","Pseudochirulus_canescens","Pseudochirulus_canescens",300,2.4275,2,1,1,1,37.464930892624,462179.547590166,"LC"
"Pseudochirulus_caroli","Pseudochirulus_caroli","Pseudochirulus_caroli",456.02,NA,2,2,1,1,3.08801163318,38148.5792773398,"LC"
"Pseudochirulus_cinereus","Pseudochirulus_cinereus","Pseudochirulus_cinereus",977.48,2,2,2,1,1,0.0757498880101,900.907698556561,"NT"
"Pseudochirulus_forbesi","Pseudochirulus_forbesi","Pseudochirulus_forbesi",639.16,1.26,2,2,1,1,3.87552980367,47471.171890257,"LC"
"Pseudochirulus_herbertensis","Pseudochirulus_herbertensis","Pseudochirulus_herbertensis",1098.34,1.9175,2,2,1,1,0.2924275611369,3451.610485625,"LC"
"Pseudochirulus_larvatus","Pseudochirulus_larvatus","Pseudochirulus_larvatus",548.65,NA,2,2,1,1,9.885359345073,121866.944313747,"LC"
"Pseudochirulus_mayeri","Pseudochirulus_mayeri","Pseudochirulus_mayeri",151.75,1.26,2,1,1,1,6.9208357827,85479.1315680078,"LC"
"Pseudochirulus_schlegeli","Pseudochirulus_schlegeli","Pseudochirulus_schlegeli",255.44,1.26,2,1,1,1,0.837207204444,10372.4645195138,"VU"
"Pseudohydromys_ellermani","Pseudohydromys_ellermani","Pseudohydromys_ellermani",21.4,NA,2,1,1,4,8.94313363022,110287.456124494,"LC"
"Pseudohydromys_fuscus","Pseudohydromys_fuscus","Pseudohydromys_fuscus",18.74,NA,2,3,1,4,5.46613427416,67333.1782377453,"LC"
"Pseudohydromys_germani","Pseudohydromys_germani","Pseudohydromys_germani",29.5,NA,NA,1,1,NA,0.320193636013,3910.3494262586,"DD"
"Pseudohydromys_murinus","Pseudohydromys_murinus","Pseudohydromys_murinus",16.79,0.97,2,1,1,4,4.3807721196475,53917.1831988131,"LC"
"Pseudohydromys_musseri","Pseudohydromys_musseri","Pseudohydromys_musseri",17.32,NA,2,1,1,4,0.0442098195977,546.890061574066,"DD"
"Pseudohydromys_occidentalis","Pseudohydromys_occidentalis","Pseudohydromys_occidentalis",21.9,NA,2,1,1,4,0.0911308533189,1125.97783192738,"DD"
"Pseudois_nayaur","Pseudois_nayaur","Pseudois_nayaur",52334.57,1.36,2,3,1,1,277.65947301049,2866095.85127869,"LC"
"Pseudois_nayaur","Pseudois_nayaur","Pseudois_nayaur",52334.57,1.36,2,3,1,1,277.65947301049,2866095.85127869,"LC"
"Pseudomys_albocinereus","Pseudomys_albocinereus","Pseudomys_albocinereus",30.5,3.985,2,3,1,1,21.0645842011784,222194.69297275,"LC"
"Pseudomys_apodemoides","Pseudomys_apodemoides","Pseudomys_apodemoides",21.89,4.8,2,1,1,1,3.60346473935,36013.0567980423,"LC"
"Pseudomys_australis","Pseudomys_australis","Pseudomys_australis",65,3.05,2,2,1,1,18.4291242846,200768.831338609,"VU"
"Pseudomys_bolami","Pseudomys_bolami","Pseudomys_bolami",15.5,2.375,2,3,1,1,69.880994470257,747691.155361786,"LC"
"Pseudomys_calabyi","Pseudomys_calabyi","Pseudomys_calabyi",13,NA,2,1,1,1,1.68512997934,20335.5993397174,"VU"
"Pseudomys_chapmani","Pseudomys_chapmani","Pseudomys_chapmani",11.475,NA,2,2,1,1,26.3503296273,300941.079205043,"LC"
"Pseudomys_delicatulus","Pseudomys_delicatulus","Pseudomys_delicatulus",9.78,3.1425,2,5,1,1,157.743172004816,1844694.20980941,"LC"
"Pseudomys_desertor","Pseudomys_desertor","Pseudomys_desertor",31.045,3,2,4,1,1,463.450727471454,5180035.07313258,"LC"
"Pseudomys_fieldi","Pseudomys_fieldi","Pseudomys_fieldi",45,3.495,2,2,1,1,0.00806714340851,90.3059416088381,"VU"
"Pseudomys_fumeus","Pseudomys_fumeus","Pseudomys_fumeus",70,3.5,2,4,1,1,1.692223890293,16727.4968452436,"VU"
"Pseudomys_gracilicaudatus","Pseudomys_gracilicaudatus","Pseudomys_gracilicaudatus",79.53,2.9325,2,5,1,1,30.0776632882616,339575.580449928,"LC"
"Pseudomys_hermannsburgensis","Pseudomys_hermannsburgensis","Pseudomys_hermannsburgensis",12.2,2.1875,2,3,1,1,345.399607988888,3862798.52100838,"LC"
"Pseudomys_higginsi","Pseudomys_higginsi","Pseudomys_higginsi",63.16,2.765,2,2,1,1,7.0180549076743,64594.1473918879,"LC"
"Pseudomys_johnsoni","Pseudomys_johnsoni","Pseudomys_johnsoni",12,NA,2,4,1,1,65.4578876618,770688.096268318,"LC"
"Pseudomys_nanus","Pseudomys_nanus","Pseudomys_nanus",52.19,3,2,3,1,1,85.2312446922519,1012582.74271593,"LC"
"Pseudomys_novaehollandiae","Pseudomys_novaehollandiae","Pseudomys_novaehollandiae",17.4,4.24,2,3,1,1,8.67545838556349,90215.8801688978,"VU"
"Pseudomys_occidentalis","Pseudomys_occidentalis","Pseudomys_occidentalis",34,3,2,2,1,1,4.98913208471,51623.12498218,"LC"
"Pseudomys_oralis","Pseudomys_oralis","Pseudomys_oralis",95,3.05,2,2,1,1,2.4722970101362,26612.4584385007,"VU"
"Pseudomys_patrius","Pseudomys_patrius","Pseudomys_patrius",13,NA,2,4,1,1,35.4952107745,406403.582478149,"LC"
"Pseudomys_pilligaensis","Pseudomys_pilligaensis","Pseudomys_pilligaensis",10.86,3,2,2,1,1,0.65369731724,6961.412653062,"DD"
"Pseudomys_shortridgei","Pseudomys_shortridgei","Pseudomys_shortridgei",70,3,2,3,1,1,3.1576177240911,32161.4846450131,"NT"
"Pseudoryx_nghetinhensis","Pseudoryx_nghetinhensis","Pseudoryx_nghetinhensis",97842.2,NA,2,2,1,1,1.1939662347401,14071.3012251346,"CR"
"Pseudoryzomys_simplex","Pseudoryzomys_simplex","Pseudoryzomys_simplex",45.2,NA,2,6,1,1,264.412800116,3134395.70970907,"LC"
"Ptenochirus_jagori","Ptenochirus_jagori","Ptenochirus_jagori",79.18,1,2,2,2,2,22.5357296902152,272675.546451796,"LC"
"Ptenochirus_minor","Ptenochirus_minor","Ptenochirus_minor",47.02,NA,2,2,2,2,9.7571446551805,119558.88917115,"LC"
"Pteralopex_anceps","Pteralopex_anceps","Pteralopex_anceps",560.36,1,2,1,2,2,0.71388330498,8793.99599842961,"EN"
"Pteralopex_atrata","Pteralopex_atrata","Pteralopex_atrata",490.8,NA,2,1,2,2,0.4244819298778,5186.34812985504,"EN"
"Pteralopex_flanneryi","Pteralopex_flanneryi","Pteralopex_flanneryi",452.2333333,NA,NA,1,2,NA,1.1498063098292,14144.3503755351,"CR"
"Pteralopex_taki","Pteralopex_taki","Pteralopex_taki",410.6466667,NA,2,1,2,2,0.2723203049081,3339.5320047548,"EN"
"Pteromys_momonga","Pteromys_momonga","Pteromys_momonga",224.605,3,2,1,1,1,17.089659851277,168964.506936207,"LC"
"Pteromys_volans","Pteromys_volans","Pteromys_volans",143.09,2.55,2,3,1,1,2223.26088906327,13697682.9038761,"LC"
"Pteromyscus_pulverulentus","Pteromyscus_pulverulentus","Pteromyscus_pulverulentus",251.3,1.285,2,2,1,1,32.0052264153115,395672.660228718,"EN"
"Pteronotus_davyi","Pteronotus_davyi","Pteronotus_davyi",9.4,0.9925,2,3,2,4,289.822116863609,3492894.3446029,"LC"
"Pteronotus_gymnonotus","Pteronotus_gymnonotus","Pteronotus_gymnonotus",13.6,0.98,2,5,2,4,264.377673703,3222977.90296414,"LC"
"Pteronotus_macleayii","Pteronotus_macleayii","Pteronotus_macleayii",11.268,1,2,1,2,4,10.439000105118,120491.13572376,"LC"
"Pteronotus_paraguanensis","Pteronotus_paraguanensis","Pteronotus_paraguanensis",19.395,0.9925,2,2,2,4,0.0118470403356,143.687783620461,"EN"
"Pteronotus_parnellii","Pteronotus_parnellii","Pteronotus_parnellii",19.59,0.9925,2,3,2,4,17.349040444832,201571.807818832,"LC"
"Pteronotus_rubiginosus","Pteronotus_parnellii","Pteronotus_parnellii",19.59,0.9925,2,3,2,4,368.7823598295,4535027.55139179,"LC"
"Pteronotus_mesoamericanus","Pteronotus_parnellii","Pteronotus_parnellii",19.59,0.9925,2,3,2,4,45.6773046382,542938.026144188,"LC"
"Pteronotus_personatus","Pteronotus_personatus","Pteronotus_personatus",8.71,0.98,2,4,2,4,394.774771567,4777049.18718112,"LC"
"Pteronotus_quadridens","Pteronotus_quadridens","Pteronotus_quadridens",5.27,1.21,2,1,2,4,17.349040444832,201571.807818832,"LC"
"Pteronura_brasiliensis","Pteronura_brasiliensis","Pteronura_brasiliensis",24000,2.03,1,6,1,3,544.754789885,6673235.101887,"EN"
"Pteropus_admiralitatum","Pteropus_admiralitatum","Pteropus_admiralitatum",306.46,1,2,2,2,2,6.19811975494835,76333.1146778491,"LC"
"Pteropus_aldabrensis","Pteropus_aldabrensis","Pteropus_aldabrensis",310.29,1,2,2,2,2,0.013043597308609,159.466787548757,"VU"
"Pteropus_alecto","Pteropus_alecto","Pteropus_alecto",641.115,1.05,2,3,2,2,114.624460092562,1362104.6031245,"LC"
"Pteropus_anetianus","Pteropus_anetianus","Pteropus_anetianus",397.22,0.98,2,2,2,2,0.95742634495455,11398.1533280981,"VU"
"Pteropus_aruensis","Pteropus_aruensis","Pteropus_aruensis",452.5545,NA,2,1,2,2,0.5743794698977,7076.3021602647,"CR"
"Pteropus_caniceps","Pteropus_caniceps","Pteropus_caniceps",525.12,NA,2,1,2,2,1.8289045650857,22658.5152091489,"VU"
"Pteropus_capistratus","Pteropus_capistratus","Pteropus_capistratus",350.02725,NA,2,2,2,2,3.6034667000782,44463.5664205875,"NT"
"Pteropus_chrysoproctus","Pteropus_chrysoproctus","Pteropus_chrysoproctus",730.19,NA,2,1,2,2,2.4989787750238,30919.703929942,"VU"
"Pteropus_cognatus","Pteropus_cognatus","Pteropus_cognatus",448.535,0.99,2,2,2,2,0.256582539891251,3126.18457862573,"EN"
"Pteropus_conspicillatus","Pteropus_conspicillatus","Pteropus_conspicillatus",760.71,1,2,5,2,2,17.9897504212497,220982.348346619,"LC"
"Pteropus_dasymallus","Pteropus_dasymallus","Pteropus_dasymallus",463.43,1,2,3,2,2,3.43980977012975,38950.3805710588,"NT"
"Pteropus_faunulus","Pteropus_faunulus","Pteropus_faunulus",344.76,NA,2,1,2,2,0.0473773999564,580.913302602202,"VU"
"Pteropus_fundatus","Pteropus_fundatus","Pteropus_fundatus",210.67,NA,2,4,2,2,0.027060234972701,325.636911921447,"EN"
"Pteropus_giganteus","Pteropus_giganteus","Pteropus_giganteus",824.85,0.9925,2,1,2,2,354.040937908101,4021279.42941789,"LC"
"Pteropus_gilliardorum","Pteropus_gilliardorum","Pteropus_gilliardorum",406.94,NA,2,2,2,2,0.2688189549605,3319.43795804358,"DD"
"Pteropus_griseus","Pteropus_griseus","Pteropus_griseus",360.77725,NA,2,2,2,2,18.1093002900272,223608.688026681,"DD"
"Pteropus_howensis","Pteropus_howensis","Pteropus_howensis",232.92,0.98,2,1,2,2,0.0003171499632005,3.91297076900808,"DD"
"Pteropus_hypomelanus","Pteropus_hypomelanus","Pteropus_hypomelanus",435.61,1,2,3,2,2,43.146353655555,527562.749740808,"LC"
"Pteropus_intermedius","Pteropus_intermedius","Pteropus_intermedius",452.5545,1,2,3,2,2,4.24881348573,50828.3041710708,"DD"
"Pteropus_keyensis","Pteropus_keyensis","Pteropus_keyensis",452.5545,NA,2,1,2,2,0.087438989965,1078.25386180735,"DD"
"Pteropus_leucopterus","Pteropus_leucopterus",NA,343.81,NA,2,2,2,2,4.1107994932768,48830.8472127046,"LC"
"Pteropus_livingstonii","Pteropus_livingstonii","Pteropus_livingstonii",734.27,1,2,1,2,2,0.02207486979682,267.310998643167,"CR"
"Pteropus_lombocensis","Pteropus_lombocensis","Pteropus_lombocensis",256.15,NA,2,1,2,2,5.4161572401376,66311.4506685955,"DD"
"Pteropus_lylei","Pteropus_lylei","Pteropus_lylei",318.225,NA,2,2,2,2,8.90261574663,107483.598883411,"VU"
